lat,lon,depth,time,Emiliania huxleyi,Coccolithus pelagicus,Florisphaera profunda,temperature,si,phosphate,din,irradiance,FID
-60,-172,10,12,312074.0,,,3.50822731739995,7.37519531755721,1.45691525950516,21.8071553825942,19.4398315750547,ANTA
-60,-172,20,12,269940.0,,,3.3555227946755,8.17930765150374,1.48808358635376,22.033957769295,9.8929780486463,ANTA
-60,-172,40,12,351038.0,,,2.91173595698194,11.0356290284606,1.62206985623877,23.5183234669049,2.56210037751134,ANTA
-60,-172,60,12,113604.0,,,2.47552409551605,15.9174312411829,1.79437874825724,25.0367270779136,0.66353713837887,ANTA
-60,-172,80,12,2669.0,,,2.08252740739174,17.6980535497951,1.84836564264672,25.4174358432141,0.171843983113449,ANTA
-60,-172,100,12,10273.0,,,1.9436895566267,18.6636562741706,1.90878133444988,25.8470370354898,0.0445044486951293,ANTA
-60,-172,150,12,10724.0,,,1.71977477249338,20.7539893731814,1.89172406581152,27.0185382613085,0.0015190643199907,ANTA
-60,-69,5,2,272981.0,,,4.62495372594784,2.29651300339407,1.50708944223815,22.742411644279,25.2312831091557,ANTA
-60,-69,10,2,70835.0,,,4.68325534359046,2.58208767237009,1.5381313630842,23.43304345164,21.5868498068617,ANTA
-60,-69,20,2,48459.0,,,4.63048470742231,3.38316101778921,1.54408331164338,23.3804512529542,15.8011660267689,ANTA
-60,-69,50,2,286268.0,,,3.89418245747283,4.85091718777399,1.58541083795207,23.6101968905681,6.19710330326925,ANTA
-60,-69,75,2,197742.0,,,2.60556833168442,9.35363200896581,1.71104451493618,25.190711173323,2.84078523390517,ANTA
-60,-69,100,2,35585.0,,,1.97862385074816,12.1434535732191,1.80881707025896,26.3630281189937,1.30223111512702,ANTA
-60,-56,5,2,7312.0,,,2.32148798633595,34.1388492336318,1.6328696408015,24.1145581223422,21.6403820895049,APLR
-60,-56,75,2,1383.0,,,0.418804856906696,50.4547119282938,1.96053887746731,26.7852859641744,1.11634266786631,APLR
-60,-56,100,2,5847.0,,,0.113124109462373,56.2821167864632,2.06389527375764,27.6191528179723,0.387246711547838,APLR
-60,-34,15,2,102950.0,,,0.840502295906784,59.0735747802195,1.67912538449179,20.3551130373819,10.283571277569,ANTA
-59,-173,10,12,143669.0,,,4.22028800392431,5.04518965673201,1.47986121668337,21.3912007660749,20.7854030591719,ANTA
-59,-173,20,12,160748.0,,,4.10850187479692,5.87479824884971,1.51107950972354,21.6512355769098,10.9381047241424,ANTA
-59,-173,40,12,196497.0,,,3.72399049520685,7.20634877087593,1.59450613835812,22.8187902285239,3.02907014313054,ANTA
-59,-173,60,12,136050.0,,,3.29223764600435,10.0459013155422,1.72402366897694,23.8445071788613,0.838835078233743,ANTA
-59,-173,80,12,51365.0,,,2.92532363757042,11.1165207495285,1.75270408775851,23.9779314160473,0.232297125925316,ANTA
-59,-173,100,12,6415.0,,,2.79266978659128,11.5744987805453,1.82799662749491,24.3324014983885,0.0643296353638247,ANTA
-59,-173,150,12,7343.0,,,2.46098802102848,12.9374955968473,1.77519770645089,25.3928788075716,0.0025961466592465,ANTA
-59,-136,20,12,119721.0,,,1.9001256869509,24.5280967223425,1.81983484040297,24.3310512252294,12.0485902625372,ANTA
-59,-136,40,12,125799.0,,,1.7165826085714,24.5043428060805,1.78742356216658,24.9215191982277,4.04284940229384,ANTA
-59,-136,55,12,118219.0,,,1.58491967480464,23.1523916727791,1.76830458958298,25.1454696505168,1.78238311917297,ANTA
-59,-136,100,12,3962.0,,,1.05209345410536,28.749550815194,1.85560726260639,25.0847101937744,0.152736048069578,ANTA
-59,-69,5,2,232522.0,,,5.64333985473507,0.706670590793353,1.42434901864587,21.0411344223579,25.3034252368696,ANTA
-59,-69,10,2,430167.0,,,5.66953683126173,0.967286742238084,1.45709734463721,21.7455039386024,21.6323422416707,ANTA
-59,-69,50,2,271232.0,,,5.07302515217065,2.22046286425171,1.49211701088604,21.9465227054323,6.17301588034046,ANTA
-59,-69,75,2,150140.0,,,4.02087827040345,5.35442115742729,1.61826825504421,23.2747282341556,2.81915237328392,ANTA
-59,-69,100,2,13834.0,,,3.3471661986481,7.05605537309019,1.70193333008582,24.4220157170929,1.28747767021037,ANTA
-59,-57,5,2,49062.5,,,3.34798925067089,18.5786826136338,1.57268861338667,23.8203677664084,22.8998935524635,ANTA
-59,-57,50,2,676.0,,,2.37808252624879,26.817951458188,1.72212899352735,24.8041257547588,3.16177829168413,ANTA
-59,-57,100,2,105526.0,,,0.619169971064652,41.6675294849294,2.01094636506138,27.4067825272121,0.350335938507345,ANTA
-59,174,0,1,138620.0,,,5.74919583726957,0.100219563867534,1.45596519305891,14.9210471670417,36.3985137939453,ANTA
-58,-175,20,12,71396.0,,,4.92474526737411,3.7902067974844,1.49489733712945,20.6014266666063,13.2666380724453,ANTA
-58,-175,40,12,76434.0,,,4.61558098166801,3.71177432969731,1.52552815360396,21.5830559211499,4.35469488468877,ANTA
-58,-175,60,12,65378.0,,,4.19572253169198,4.99128515321207,1.62234700114869,22.0108643696622,1.42940264407464,ANTA
-58,-175,80,12,83536.0,,,3.85099166948693,5.64991042288211,1.63364029214843,22.0505928769966,0.469192899385783,ANTA
-58,-175,150,12,2560.0,,,3.42149650573043,6.60853941147678,1.62177537227279,23.4577880121985,0.0095069323971266,ANTA
-58,-152,60,12,982.0,,,1.20683236254584,41.5005790469352,1.86899192346247,25.4278573847504,2.07362196408866,ANTA
-58,-152,100,12,1022.0,,,0.571705158482242,50.4088610904222,1.78243748711325,27.0043591731447,0.291506657586655,ANTA
-58,-136,20,12,266969.0,,,2.68756526835905,19.4453052672894,1.76172746596731,23.0086187360745,11.5980351771643,ANTA
-58,-136,40,12,301837.0,,,2.50809902957141,19.7238502609263,1.75417736373464,23.6414435375266,3.66869290216818,ANTA
-58,-136,55,12,155025.0,,,2.38871082049309,18.7548570778763,1.73559395611356,24.1057624995411,1.54741414649868,ANTA
-58,-136,100,12,9644.0,,,1.85426127245033,25.1217677652193,1.82913689057744,24.3738332997977,0.116116028425478,ANTA
-58,-136,150,12,1975.0,,,1.55437401502046,31.0357871323846,1.81644066500068,26.3418590146689,0.0065344571986422,ANTA
-58,-92,10,12,56701.0,,,5.31747061612081,5.27094132781519,1.31480730626736,21.2233884927384,22.7158441610497,ANTA
-58,-92,20,12,22423.0,,,5.28895839946105,5.06362668155895,1.33098996946519,21.2388619997137,12.2688617855391,ANTA
-58,-92,40,12,24962.0,,,5.13489176209939,5.20679751895576,1.3892328813816,21.4761014890571,3.57894529927391,ANTA
-58,-92,60,12,36883.0,,,5.03483381998243,7.48928346753784,1.48969212581013,21.9002503811287,1.04401285784246,ANTA
-58,-92,75,12,25431.0,,,4.99492861769082,10.0500157265754,1.48486330929375,21.8333229502412,0.414399227748783,ANTA
-58,-92,100,12,2376.0,,,4.72777881534954,8.76225391468298,1.47635984621962,21.9369125625799,0.0888397690342454,ANTA
-58,-92,150,12,38520.0,,,4.46546100384807,15.8267040967621,1.53735658921831,23.8369576515677,0.0040830470794716,ANTA
-58,-69,5,2,65490.5,,,6.72122537796334,0.450387517702764,1.32813819446395,19.1538538930125,25.1581072869152,ANTA
-58,-69,50,2,39478.0,,,6.37841776124775,0.901921529816747,1.37159208082573,19.986235322151,5.85433165151474,ANTA
-58,-69,75,2,70407.0,,,5.61588790672152,2.20507246871438,1.48964159181124,20.9791199442239,2.60434902828953,ANTA
-58,-69,100,2,28002.0,,,4.90565406813145,2.97252308486306,1.57224153080764,22.1312252735878,1.15856672715112,ANTA
-58,-58,5,2,137401.0,,,4.37229996420765,8.27117904387056,1.50224246077336,23.0765937990165,24.6015697226589,ANTA
-58,-57,5,2,30137.0,,,4.19359450351909,10.725405817225,1.51200279298988,23.5061367419372,24.2730438575355,ANTA
-58,-57,50,2,7403.0,,,3.29516066037783,17.2074359372332,1.64134732323902,24.2440535900645,4.25411423335568,ANTA
-58,-57,100,2,32447.0,,,1.42076255581523,30.5835641007037,1.90890265513231,26.6721836329989,0.61441108749435,ANTA
-58,174,0,1,33903.0,,,6.40858460041349,0.20454881327841,1.40214476119351,14.6442856734786,37.3550071716309,ANTA
-57,-153,20,12,153684.0,,,3.07128878532782,31.3132342995157,1.81234622285999,23.2055755298703,11.796602666776,SANT
-57,-153,40,12,72857.0,,,2.77488821730288,27.544200544123,1.86658544302238,23.5539348371684,3.53179754478943,SANT
-57,-153,60,12,76161.0,,,2.28759817747141,29.50077259417,1.88173778855237,23.9033230045,1.05738866093298,SANT
-57,-153,100,12,10479.0,,,1.65365648063394,39.0245808993531,1.76389666233906,25.8845036392902,0.0947790488373889,SANT
-57,-153,150,12,6254.0,,,1.52651820597965,37.7147741487572,1.92065565238458,27.1041188890839,0.004648463951493,SANT
-57,-116,20,12,482393.0,,,5.59717561685994,2.63669623907913,1.41666702186834,20.4794303217806,15.6293379687786,SANT
-57,-116,40,12,313550.0,,,5.50182474422218,6.24336034727666,1.48564521375852,20.487916734431,6.24108559305829,SANT
-57,-116,60,12,371436.0,,,5.23444058679967,7.00709164323621,1.48469487079267,20.8093020273474,2.4921816559146,SANT
-57,-116,100,12,113354.0,,,4.76288164719133,10.7988542501865,1.63361436257068,21.8196105081772,0.397391714126622,SANT
-57,-97,10,12,29807.0,,,5.86431901667191,5.14022275242132,1.38808474326239,20.6743575933075,24.9990587473732,SANT
-57,-97,20,12,62054.0,,,5.84272124905579,4.65434860500602,1.39053603690602,20.6687431192009,15.0719997061381,SANT
-57,-97,40,12,70976.0,,,5.62180732391561,4.8678565014253,1.41181433931685,20.9301830819788,5.47854605267494,SANT
-57,-97,60,12,33314.0,,,5.42374993595492,6.5634197187202,1.48597621645759,21.4148907895186,1.99140574817399,SANT
-57,-97,100,12,8444.0,,,5.07636164411812,9.49236414710825,1.48144039654418,21.1094631646182,0.26311683460592,SANT
-57,-58,5,2,187686.5,,,5.22478537206506,4.32212434694093,1.42696756041859,22.0808629827245,25.3690757472266,SANT
-57,-58,10,2,260498.0,,,5.19981500100899,5.01288856584145,1.41585972105471,21.3938268771161,21.4565701803904,SANT
-57,-58,50,2,141846.0,,,4.44454852701676,8.33303714759204,1.53204950598119,22.5757095064042,5.61830810240715,SANT
-57,-58,100,2,135538.0,,,2.67581124666831,18.5000986452374,1.76910487809468,25.0668634843675,1.05235462649022,SANT
-57,57,20,2,144150.0,,,2.3731493293511,21.1475980409606,1.74664475797822,25.4948689369373,14.9987062098567,ANTA
-57,57,40,2,275723.0,,,2.38924005396172,21.4316485971747,1.72564093626154,25.8774879620561,7.78318165818683,ANTA
-57,57,60,2,20409.0,,,2.18995562184837,21.5055802272179,1.73924662764146,25.7952609178545,4.03887614549888,ANTA
-57,57,80,2,124495.0,,,1.73823052414042,34.4751046941848,1.78774701344634,25.9312872741369,2.09586788990352,ANTA
-57,57,110,2,1485.0,,,0.8283563189364,32.3547875805574,1.87912832160032,27.221472475597,0.783463840039103,ANTA
-56,-59,5,2,85562.6666666667,,,6.18860006154147,2.07416574452496,1.35076601056146,19.9920109851144,26.1138807976135,SANT
-56,-59,50,2,2111.0,,,5.54990371347172,4.08509917029401,1.44251302381561,20.4981247654734,4.30691643267736,SANT
-56,-59,100,2,457.0,,,4.05253999017238,10.3784306402434,1.65032921007384,23.2561866212696,0.581425739525612,SANT
-56,-58,10,2,82359.0,,,6.03884419322957,2.97014699364849,1.33689084558949,19.8545310878973,21.856585319438,SANT
-56,174,0,1,42824.5,,,7.42864889188854,1.17522062283012,1.2395402249622,15.877157421647,40.1300430297852,SANT
-55,-155,20,12,388761.0,,,5.53480767691106,14.947815639539,1.6083433579502,19.3171781058275,13.414108904582,SANT
-55,-155,50,12,33277.0,,,5.18000415749783,8.85583674026897,1.69388297621302,19.7200445231435,2.54543911180915,SANT
-55,-155,65,12,15531.0,,,4.82055147879417,16.2841313748695,1.80470962341073,22.4360558266533,1.10882537359545,SANT
-55,-155,100,12,5311.0,,,4.33917402092849,17.7078520386476,1.58763712764179,22.4668423663032,0.159501285657427,SANT
-55,-155,150,12,1301.0,,,3.94392917458094,16.4861164027752,1.71923291107144,22.9698475120917,0.0099946056491173,SANT
-55,-126,10,12,17783.0,,,6.62787846619602,3.10415745959414,1.22590633968666,17.1415140568921,20.7271740396538,SANT
-55,-126,20,12,31105.0,,,6.54697397253981,3.07538917485609,1.22704041506947,17.1686139580445,11.4437402638449,SANT
-55,-126,40,12,36204.0,,,6.33381579976114,3.20898724602052,1.23843916817296,17.282227731761,3.48838000384898,SANT
-55,-126,60,12,11930.0,,,6.02816715537052,3.46026816307224,1.26022124643254,17.4713042519742,1.06335820026423,SANT
-55,-126,100,12,1851.0,,,5.51544523753758,4.12578554817533,1.3096030803782,17.8436050618416,0.098807788013294,SANT
-55,-81,10,12,60425.0,,,6.63035163326853,3.25283219257055,1.35108137588237,18.5388290970992,28.1507130330133,SANT
-55,-81,20,12,30421.0,,,6.56835955165091,3.40208786225707,1.33200495264809,18.5767689055548,17.9227185660558,SANT
-55,-81,40,12,52838.0,,,6.55695859702084,3.36118124145709,1.35377134150158,18.6402316882285,7.26495379558936,SANT
-55,-81,75,12,16756.0,,,6.03246613723867,5.63231148713768,1.51517332930706,20.0334534755814,1.49600676124753,SANT
-55,74,20,3,131500.0,,,2.60671099299063,10.1720799401099,1.69613497709751,25.1921773896154,9.46936484729306,ANTA
-55,88,15,3,105740.0,,,3.23677167966673,13.695268749865,1.50686260152054,24.1450622060132,10.6131175968551,ANTA
-54,-119,20,12,146078.0,,,6.9130466166925,1.36401992555773,1.2284380623285,17.448302414134,15.1824262467904,SANT
-54,-119,40,12,138983.0,,,6.60228781655741,2.36260689311383,1.27590172573475,17.6512125806628,5.47468579373343,SANT
-54,-119,60,12,124264.0,,,6.19587564561417,3.49267197787802,1.31135748206555,17.946898116807,1.9741366796656,SANT
-54,-119,100,12,3298.0,,,5.69095992957859,5.5360856102601,1.43635419355332,18.9043542499378,0.256692544831231,SANT
-54,-18,10,2,28160.0,,,2.95913018987267,0.745184095949327,1.32581929686116,19.6367609122779,15.0128102794172,ANTA
-54,174,0,1,52678.0,,,8.25219471713641,2.02352101688519,1.05161307904049,15.7578046346021,42.2775077819824,SANT
-53,-180,20,12,140196.0,,,7.81830203034668,2.83553637598037,1.1367005632238,12.6857534755984,16.2603151956408,SANT
-53,-180,45,12,185490.0,,,7.4587158247268,2.981973343687,1.19259546542382,14.8897207347855,4.56070451418354,SANT
-53,-180,60,12,204541.0,,,7.18299496673567,3.27408203912646,1.21319839031025,13.6435089495232,2.12703051648927,SANT
-53,-180,100,12,18537.0,,,6.60660906199672,2.38814302046089,1.11487675806231,14.2549200501027,0.278239306166064,SANT
-53,-180,150,12,1866.0,,,6.30377942780653,4.0019485306727,1.09878032854816,14.9838751847568,0.0218889249807939,SANT
-53,57,20,2,325144.0,,,3.77492129134871,9.45262025394716,1.63137482612709,23.9226994056905,13.8488981196423,SANT
-53,57,40,2,314328.0,,,3.75107797846787,9.57792425120917,1.57784913886553,24.2634683381722,6.4379224826851,SANT
-53,57,60,2,63409.0,,,3.71398687457813,11.7253681948422,1.61287680907068,24.7307100465286,2.99279015088406,SANT
-53,57,80,2,153371.0,,,3.6532630229039,19.7551358919175,1.64610313032899,25.0295632207982,1.39125516209896,SANT
-53,57,110,2,61914.0,,,2.78191074809043,16.033707336216,1.79330599012304,25.6422742134378,0.440963428893342,SANT
-52,-38,10,1,564690.0,,,4.19159797828718,3.52737756807387,1.32030361158994,19.6135470685085,13.6146928919385,SANT
-52,175,0,1,8866.0,,,8.97095129271197,2.13153409041287,0.793639575382971,14.1490668817207,43.3835258483887,SANT
-51,-11,10,2,75830.0,,,3.77966954241125,2.32400303233845,1.26764380278455,22.3482371538662,15.9227785195448,SANT
-50,2,10,2,42117.0,,,4.27877658394909,12.8766557166116,1.52290484682118,22.3241126785028,17.8749310810632,SANT
-50,2,10,3,29248.0,,,4.70825268702061,6.06303808805841,1.43611022842363,21.2686539407349,13.3041184820261,SANT
-50,2,20,2,50306.0,,,4.25069153213504,12.9297986507047,1.52959911456859,22.2832292518365,10.8905847454801,SANT
-50,2,20,3,38607.0,,,4.66920093551822,6.20058530910824,1.43426996406932,21.1638862962093,8.55548071788621,SANT
-50,2,40,2,40947.0,,,4.16666418911679,12.8655356288817,1.53332678816238,22.2312591859118,4.042637912298,SANT
-50,2,40,3,43286.5,,,4.62595121393569,6.7532500451463,1.43210953875258,21.2041103366256,3.53802618387514,SANT
-50,2,60,2,22228.5,,,4.0507476299881,11.8504485618308,1.52788139858438,22.0752741108329,1.5006468129943,SANT
-50,2,60,3,32757.5,,,4.58295749103289,7.14617738539196,1.43929893567386,21.4653114913265,1.46311232419898,SANT
-50,2,80,2,29248.0,,,4.00883211951191,13.0555445476983,1.56043376219157,22.6688162281522,0.557047380003879,SANT
-50,2,80,3,53816.0,,,4.31233637898402,8.54038816288903,1.52164398497994,22.0396706433078,0.605054220056188,SANT
-50,2,100,2,21058.5,,,3.2672745565305,15.351894908844,1.58534598774135,23.0677397853224,0.206778690949957,SANT
-50,2,100,3,32757.5,,,3.67705571223577,12.0508364522318,1.63596345298863,23.3981222237521,0.250213605034206,SANT
-50,2,150,2,5849.5,,,2.00516896071304,25.8027591405703,1.9015799635326,26.9092013333364,0.0173596072713209,SANT
-50,2,150,3,4679.5,,,2.32082471548787,22.9434221367574,1.88930603093287,28.1758259870649,0.0275170887648355,SANT
-50,94,20,3,79840.0,,,6.15776859350886,2.74588987784231,1.40539924026694,18.8147617896775,9.75429465682499,SANT
-49,-56,5,10,87.754,,,5.46495013871528,5.10560402589618,1.49419622192444,16.6909928780394,23.462801928388,SSTC
-49,-56,40,10,51.442,,,5.2640884176451,5.79638821503602,1.55800480824331,16.0508336047237,1.08213354848174,SSTC
-49,-56,80,10,45.39,,,4.89684853609931,6.28486093895163,1.66021704546604,17.2229301455204,0.0321595942501774,SSTC
-49,2,10,12,330930.0,,,4.17828822734556,10.9309783793179,1.5763504225238,22.4195827723584,21.0531402508423,SANT
-49,2,20,12,124501.0,,,4.14326158786809,7.11215762721395,1.49882819764098,21.1871371622532,11.6412283131958,SANT
-49,2,40,12,86018.0,,,4.1097768274291,7.92095694733183,1.48921778645367,20.7002263355084,3.5592840911317,SANT
-49,2,60,12,23715.0,,,4.03031362263358,7.77927902619702,1.50415406976468,20.870491979728,1.08824454778737,SANT
-49,2,100,12,2365.0,,,3.47561768599463,9.91893089663428,1.57261611729928,21.7650068918964,0.101731206014275,SANT
-49,57,20,2,739307.0,,,5.85487738665544,4.0362959973922,1.5513864304694,20.4780718032498,14.4672440734306,SANT
-49,57,40,2,167354.0,,,5.71306680308769,3.85442614566098,1.53698061817616,21.2342368026101,6.47459830411976,SANT
-49,57,60,2,136525.0,,,5.51569626895911,4.9612047350217,1.54287082937695,22.4640113448922,2.89760945394555,SANT
-49,57,80,2,109476.0,,,5.17244420448921,6.94643197592912,1.81829115107795,23.5336868315532,1.29678169258041,SANT
-49,57,110,2,97323.0,,,4.06512765306993,11.942744916793,1.80538858061333,25.5925862088176,0.388246368177247,SANT
-48,-56,5,4,81.702,,,9.69963151143104,1.65173785627159,1.00548225273946,11.7116250175018,14.2512338855515,SSTC
-48,-56,50,4,49.929,,,9.02016627445662,2.3510248612859,1.1215679718706,16.7255805554902,1.38207062646384,SSTC
-48,-56,60,4,48.42,,,8.15537742315767,3.73620191792519,1.20984643997592,17.6353615028187,0.822900865213607,SSTC
-48,64,20,3,11280.0,,,6.48872476440853,4.39368614010435,1.33698308716988,20.927871068345,12.7431544915588,SANT
-48,174,0,1,40947.0,,,11.6520203865694,1.2928328767524,0.504098188649761,9.20717444386342,46.3700408935547,NEWZ
-47,-57,0,10,166.43,,,6.34134421508687,4.13247035906249,1.28550282937536,17.2208983348779,39.0450325012207,SSTC
-47,-57,35,10,113.475,,,6.01201171911103,5.44862477234821,1.30357301614175,16.4002342350271,3.77525365799981,SSTC
-47,-57,40,10,,,,5.93575663769864,6.01381330957398,1.32606887301361,17.0804279318055,2.70396130609174,SSTC
-47,-4,15,2,62500.0,,,6.80048115026466,5.17912388821011,1.19725054706888,20.1253330236804,16.1259588965456,SANT
-47,57,15,2,138260.0,,,7.95140019388164,2.63962157747004,1.41649412588267,15.171505303194,16.873672896566,SANT
-47,173,0,1,71839.0,,,12.3284584102423,1.50830441881563,0.53340474528689,7.8334782510692,48.2775230407715,NEWZ
-46,-49,10,1,18850.0,,,13.6674453158155,1.42544144646972,0.449967466061023,3.97825444957749,22.9463309389615,SANT
-46,2,10,12,125142.0,,,6.9206494303189,6.75564647300425,1.30429738140334,19.4485545859482,22.2681980928656,SANT
-46,2,20,12,134104.0,,,6.86863727086246,4.87858573101433,1.28500524041584,17.5508504658191,11.4518952262007,SANT
-46,2,40,12,432740.0,,,6.81357646583376,4.38278025721036,1.29011994477395,17.5348833386144,3.02873966988064,SANT
-46,2,60,12,186104.0,,,6.77693230024664,4.54246629431473,1.31230917571999,17.7655299993829,0.801025839541498,SANT
-46,2,100,12,2619.0,,,6.26226200895515,4.87244091796502,1.34570732479128,18.8312450710974,0.0560293630826409,SANT
-46,57,20,2,361515.0,,,9.33185782440551,1.75756632923856,1.31092329448411,12.1116540092268,13.1008777022701,SANT
-46,57,40,2,49002.0,,,9.01184726936794,1.62700723335914,1.33981222425568,12.5823253380941,4.85339778411184,SANT
-46,57,60,2,21691.0,,,8.37014785152584,2.33340154569067,1.39311777549634,14.4532451928881,1.79800701801377,SANT
-46,57,80,2,34555.0,,,7.49028350077508,3.02025575519386,1.73587857281631,16.6240092750718,0.666096079618659,SANT
-46,57,110,2,11135.0,,,6.31143936019402,7.050789481735,1.6746646693398,18.8253345008614,0.150194877193658,SANT
-45,-22,5,2,27183.0,,,11.0705471986668,1.00104950281666,0.738729301383052,8.50025235307899,27.5543042793094,SSTC
-45,-22,20,2,16084.0,,,10.9005746186934,1.09613171171222,0.675691247080707,9.37526603154693,11.0691125408614,SSTC
-45,-22,50,2,12074.0,,,10.4374120405618,1.3481713912854,0.719634339584973,10.5306614279782,1.78632102140611,SSTC
-45,-22,100,2,1209.0,,,8.20072583784047,2.67669701489613,1.07477207614174,15.2667063518394,0.0854484165320002,SSTC
-45,-22,150,2,143.0,,,7.21086357148548,5.07793677836456,1.27965985951128,18.724443612631,0.0040874130687209,SSTC
-45,-14,5,2,35034.0,,,9.81009498970132,1.19877029210094,0.982850752495869,12.8581550319663,28.7701312142079,SANT
-45,-14,20,2,31473.0,,,9.70822794054279,0.352004048448393,0.731940138896348,9.95224037174497,13.139044236378,SANT
-45,-14,50,2,33353.0,,,9.33022697881717,0.336424663194449,0.728834951553896,10.1086452483605,2.74036012338217,SANT
-45,-14,100,2,210.0,,,7.41963793119264,1.99535674131633,0.989843001143031,13.2337423155591,0.201008341320706,SANT
-45,-14,150,2,,,,6.33332765736503,4.46847337475571,1.20443134935587,16.8276029785245,0.0147441764809488,SANT
-45,5,10,12,426690.0,,,7.47467696123653,4.91632815266937,1.24315926643252,19.7041188826772,21.7234599183829,SSTC
-45,5,20,12,477189.0,,,7.40876162202062,3.02212489408189,1.27113521334603,17.9869554473467,10.8091874300256,SSTC
