Gephyrocapsa huxleyi HET,lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR
216317.66666666663,-61,-69,3.7117542092950058,5.96412245198316,1.5623121054460034,24.069174481974326,325.48759257466793,2120.477601268982,2272.3774774802064,46.82390810155555
236584.0,-61,-68,3.658531031080072,8.186784934929063,1.5886178961865363,24.57858245646406,327.14380844943105,2122.3849617363694,2274.4264342527154,33.46303636950616
76776.0,-61,-68,2.638410928405465,11.687506752549348,1.6764737649675256,24.867216007383917,333.09529310790924,2137.8378397875913,2285.8832127247465,2.438682235273979
86127.0,-61,-68,0.6483777517935752,22.190599657906276,1.922261667668195,28.18997809248676,318.22821755862316,2171.548039213295,2300.300045753394,0.09500757096224266
5072.0,-61,-68,1.2987220043513363,36.60183731757487,2.1398574196014257,31.675645375810923,272.79579449203436,2187.181298826464,2302.4541134267574,0.0007680849580914566
72340.0,-61,-56,1.5319387512781264,47.99457817427272,1.6562943592875286,23.371256516052014,333.6655832005091,2162.463314448587,2305.251295992146,37.021617950285986
457.0,-61,-55,0.6575086297659595,58.41523367711137,1.8618148424254273,25.741829346801605,320.0555396409296,2181.7449820967777,2311.3030109699434,0.6556619347478361
918.0,-61,-55,-0.16462069331911172,68.45175600857708,2.065233838293038,27.31261345094898,295.4565732065237,2210.080319383795,2323.197362165636,0.011508495890090363
86970.0,-61,174,4.054458774269526,2.071198123576326,1.5063780825147446,18.36099222066401,313.47256318256564,2120.6310326801886,2275.472548899104,78.28172589023762
312074.0,-60,-172,3.5100492754030514,7.369066457213794,1.4569943897746007,21.806450841045205,338.946132154673,2123.523010695847,2282.3220410024264,31.454866619802676
269940.0,-60,-172,3.35744368144184,8.173034311936048,1.4881499756612613,22.033260498659576,341.52992246154645,2124.7505609463233,2282.4801883415116,11.568335918807234
351038.0,-60,-172,2.913763850219698,11.025843010545168,1.6220383581024471,23.516717048041823,339.4585466648387,2128.905210685583,2282.4203419032883,1.6737402773543908
113604.0,-60,-172,2.4775989093479756,15.901795122661897,1.7942188493981592,25.033956394291216,326.97726531868176,2135.4235175959525,2280.5612994391963,0.26198389531648175
2669.0,-60,-172,2.0846648436506245,17.681295340366443,1.8481592131109268,25.41431771622679,326.90362725985597,2140.8006082743973,2281.7338301774266,0.04382973087414358
10273.0,-60,-172,1.9458332283815023,18.64533969051515,1.908552569887738,25.84358556640544,324.17537274628324,2144.5655451673433,2282.9631576105526,0.007753985461903114
10724.0,-60,-172,1.7214991478129968,20.733545113752616,1.891479658692415,27.014467558075953,318.33997749356956,2153.2685569635582,2285.2245108373318,0.00012317929562426675
272981.0,-60,-69,4.6277322514958215,2.289593228096629,1.5068828283967461,22.73796683318153,318.38593273076754,2111.244708917356,2269.2724569886723,47.79847216302456
70835.0,-60,-69,4.685911698520581,2.5750872215963376,1.537951038323846,23.428831684945525,317.417390600237,2111.676516063522,2270.1553581783187,34.57741987727982
48459.0,-60,-69,4.633198938940784,3.3751138218035868,1.5439038141484698,23.376326977485594,317.78592114492557,2113.3254890207927,2272.5274872905743,18.120544869974157
286268.0,-60,-69,3.8973396509981155,4.840946167467942,1.5851857105289446,23.605951761481894,323.20721512595867,2122.68578707462,2278.3810440042903,2.643403977979999
197742.0,-60,-69,2.6093059896807502,9.34031783621649,1.710832859953379,25.185841836634843,321.62955646784843,2141.0000551422686,2286.071928208339,0.5452282413495765
35585.0,-60,-69,1.9822055835569323,12.126738333719585,1.808544306317048,26.358065568895924,317.6176647315439,2153.0877836149116,2291.3448515910795,0.11951176686090972
7312.0,-60,-56,2.323754394460345,34.102335903587054,1.632781599124609,24.116177272068168,328.5979572363909,2146.373126710252,2293.597359600561,41.04006981913213
1383.0,-60,-56,0.4200269920633738,50.4217336720148,1.960420625938,26.78572520456614,311.7161222492036,2183.7174298603086,2307.5434103157913,0.20502453308854274
5847.0,-60,-56,0.114013959276697,56.251793520070336,2.063814052263458,27.620155063413705,298.4826412501282,2198.4197280844273,2313.638830292581,0.03466675479429625
102950.0,-60,-34,0.8415742310336788,59.054670066411994,1.6790277036446228,20.355337637701084,346.4166101253872,2156.6168824619926,2305.9132548255584,16.203374555755797
143669.0,-59,-173,4.222138580666347,5.044097771594767,1.479921112555579,21.3902688728182,326.38138835874906,2117.824247333881,2280.5170551220212,35.02770214381537
160748.0,-59,-173,4.110432356162329,5.873306221695842,1.5111237303070126,21.650371731680938,329.30722786145003,2118.749904032616,2280.6501814173866,14.021821464261519
196497.0,-59,-173,3.7260415933126056,7.20164653745095,1.5944470970655682,22.816891587178766,327.74687307569434,2122.4012743666563,2280.570551437469,2.398934433127113
136050.0,-59,-173,3.2942740836909064,10.037932662811354,1.7238781260940748,23.841866692828415,316.7023867528753,2128.735651230153,2278.791439177359,0.44132004509022
51365.0,-59,-173,2.927425025921083,11.107675327594587,1.7525203357387549,23.975323833294325,318.94632949882663,2132.833361585085,2279.649612591512,0.08612267203152241
6415.0,-59,-173,2.7947950658596725,11.564802140874036,1.8277973084765888,24.329644169183233,317.2756721627173,2135.944099882454,2280.6912190184917,0.017653365719245927
7343.0,-59,-173,2.463025525722188,12.926447683511533,1.7750148296791943,25.389911645009214,317.95513531798645,2143.0600761368855,2282.104176552418,0.00039893521144308196
119721.0,-59,-136,1.9021151425059273,24.514362685417613,1.819695772034113,24.328123881458332,332.77669341754773,2141.9136587446096,2289.0462277768793,15.31363170833177
125799.0,-59,-136,1.7185495473015435,24.49155901719418,1.7873492126016834,24.91868047848218,332.5555005364366,2143.742383000934,2289.779748283798,3.0218385527694216
118219.0,-59,-136,1.5869131190715247,23.140527126650213,1.7682310433905006,25.143192466586207,331.1157127490286,2145.390981912885,2290.0504878524625,0.9226836262212722
3962.0,-59,-136,1.054090513381234,28.741111830610503,1.8555403709465847,25.08320462825758,329.7793304892896,2154.768263836425,2293.0948927461586,0.02952267393594839
232522.0,-59,-69,5.646157833088053,0.7046926720073213,1.4241021267362082,21.0362421854941,310.2911015771619,2101.847378778442,2266.88242443581,49.07041075305974
430167.0,-59,-69,5.672298397403311,0.9652515570442939,1.456834888119104,21.740466328981608,309.4002267259829,2101.940314794399,2267.309467069811,35.72625207221283
271232.0,-59,-69,5.076342564982823,2.215804340641887,1.4918312767841042,21.941643477739767,312.72730545872474,2110.4749738118685,2273.578464428091,2.9083674550015557
150140.0,-59,-69,4.024910687156309,5.3456081991932765,1.6179726437000173,23.269090656724426,312.18229517246164,2124.0328464414447,2277.8874276523275,0.6421244128858302
13834.0,-59,-69,3.351095767282333,7.044636483402015,1.7016198922246197,24.416332252698574,310.7410833743022,2135.322997726034,2282.0566436034073,0.1615239875064827
49062.5,-59,-57,3.3501755585152266,18.553694053798562,1.5725583566625145,23.82053406370327,323.97551237430076,2129.247654003953,2281.471285960897,43.647610021536956
676.0,-59,-57,2.3803678811183233,26.789182863885838,1.7219401283567233,24.803650163839485,323.24212372301736,2141.8032288658133,2286.465167546698,1.5313054679114868
105526.0,-59,-57,0.6208942086668752,41.63733869992597,2.01072661413552,27.405748033887647,303.03823519162523,2182.6815276670263,2303.4797539962974,0.048910895424443504
138620.0,-59,174,5.751123677305483,0.100143866207014,1.4558512753744959,14.918851138273382,300.78049072005,2108.448273445177,2276.2130144343464,85.02764864668954
71396.0,-58,-175,4.926654028706663,3.790419042223962,1.49484131208481,20.599506943064323,315.1129264093801,2113.1611423549107,2279.4881216582676,18.13476889387202
76434.0,-58,-175,4.617568517612545,3.7104630525956033,1.5254134048728063,21.58033350069045,313.31807222967456,2115.8235119258584,2279.3601914741444,3.7803541257629694
65378.0,-58,-175,4.197739849098936,4.988699390620027,1.6221646556880984,22.00755247828965,304.1294873207575,2122.067743790539,2277.7497099659145,0.8326670612272827
83536.0,-58,-175,3.8530833164505776,5.6480093955496,1.633462522857071,22.048042726671845,308.0917043810342,2125.3134557088956,2278.4743177206856,0.19194594135472864
2560.0,-58,-175,3.423677448876041,6.606333287640533,1.621633429817209,23.45530393920253,311.37665179371504,2133.6549654752175,2280.662441588863,0.0014678090872836471
982.0,-58,-152,1.2088362457125414,41.47107764923189,1.8690502716140935,25.426186603262863,329.1512878437065,2155.942025872542,2296.921724587877,0.7828168401126451
1022.0,-58,-152,0.5736457485749134,50.385731772319794,1.7824232371599424,27.00243299322456,324.2923495921382,2167.1437924320485,2299.8058470747287,0.041539654655502065
266969.0,-58,-136,2.6896469843841944,19.43270486353945,1.7615665942478402,23.004734748078288,327.13220247134103,2133.664707195258,2286.0080750257202,15.614642322621316
301837.0,-58,-136,2.510222291814753,19.711874177275416,1.7540804279891544,23.637688768268276,326.5550264422014,2135.2651584835394,2286.476415540654,3.14083668079485
155025.0,-58,-136,2.390870757935639,18.743938682456527,1.7354989516267576,24.102686077078307,324.72125517037153,2136.9930069735065,2286.5224029072488,0.9760188783482798
9644.0,-58,-136,1.8564096837099,25.111495961444046,1.8290669258390622,24.37168166365086,323.16844066053665,2145.809305573478,2288.6140193602005,0.03321198937883044
1975.0,-58,-136,1.5563693354157844,31.01970786984682,1.816345616805913,26.337979289473918,328.03786452161154,2157.26105708677,2290.694947255138,0.0009082396650920055
56701.0,-58,-92,5.318599269518505,5.2677306934673815,1.314787182748876,21.22157564203727,311.11065495370326,2114.080645616271,2276.870444752148,41.57833264285203
22423.0,-58,-92,5.290132604984538,5.060439164838371,1.3309562632269711,21.237120322517562,309.5936750888551,2114.3822157462832,2276.9839184972802,18.413907968751744
24962.0,-58,-92,5.136112800369311,5.203553520251974,1.3891498506090225,21.474356473504383,307.9949638451459,2115.351610039228,2277.789293715015,3.8650766217159713
36883.0,-58,-92,5.036079630085082,7.485958797586882,1.4895878676586125,21.898480572191342,302.5790316923777,2116.4523811725944,2276.381861328056,0.8719683154749075
25431.0,-58,-92,4.9961545521330395,10.045966624159492,1.4847378920188046,21.831275904686564,301.82301189473986,2116.940906850044,2276.4541773572105,0.2961647288659935
2376.0,-58,-92,4.728947357764526,8.758519549141974,1.4763221436548737,21.93526753240432,301.7896575110591,2120.446099841672,2277.328931852942,0.05171682999544462
38520.0,-58,-92,4.466654795862718,15.822721711161911,1.5373193495986786,23.834640079530292,291.05300949641565,2123.549279190554,2278.4365685981443,0.0018319894350456668
65490.5,-58,-69,6.723986129005505,0.4509573725304884,1.327887424872441,19.14898088535979,301.60841790487865,2091.992382087102,2264.441436131731,50.13583264524886
39478.0,-58,-69,6.3818506170224625,0.899680165564673,1.3712558560202497,19.980984175246366,300.50100377629457,2098.6038574509844,2269.7457244139687,3.0231545081215594
70407.0,-58,-69,5.620102075642363,2.197549416311588,1.4892740182992203,20.972899036599244,300.0190033122598,2108.759575857937,2272.7954096083413,0.6551406077242641
28002.0,-58,-69,4.909781602406811,2.962760767046305,1.5718853321560935,22.1250715378041,300.3813608698807,2118.0081336379885,2275.0141317000666,0.14681682718255762
137401.0,-58,-58,4.3744257879910275,8.258443801399377,1.5020732720571097,23.074980258092864,318.25373095950414,2116.2212149776637,2274.6207038898146,48.05776503436875
30137.0,-58,-57,4.195783206425828,10.709470551187847,1.5118207353557132,23.504405762321106,317.9616094362875,2118.3407898173464,2275.541551846316,47.239410217894736
7403.0,-58,-57,3.297614751950129,17.186236710925723,1.6411194865695293,24.2416921692501,319.0767920320574,2128.853499161692,2279.189477636699,2.2211310594421434
32447.0,-58,-57,1.4231638758970837,30.55631272021456,1.90859720173642,26.66947142400298,304.9581104935631,2167.1586823754574,2294.9268919061897,0.08915296743147992
2390.0,-58,-26,1.1149834398634757,45.40169327644418,1.2559432689481713,20.42495941032417,350.8852357349862,2150.285690751461,2300.3769748081695,11.836643033261188
50900.0,-58,-19,0.948221620229978,43.71876966446299,1.5799624621057138,21.165914985047458,336.8178503097231,2156.3980927308153,2290.1274521862256,33.78590945417339
33903.0,-58,174,6.410082239507688,0.20514272947652754,1.4019817967166222,14.644957377109892,295.4052497633049,2104.8667065466475,2277.3455314008197,87.15560227391497
153684.0,-57,-153,3.0735030039864673,31.284477887224984,1.8122487725473722,23.204003925299137,321.48144974581317,2130.9091064212716,2284.3531913693687,15.677311708362502
72857.0,-57,-153,2.7771840816081124,27.51429451113462,1.8665002343725126,23.55218617493503,322.06652732529267,2133.8792222107572,2285.5915723236017,3.1237990944217233
76161.0,-57,-153,2.289965313445082,29.472025620125116,1.8816950790093236,23.901153811991325,319.4587813866008,2140.6259794926204,2287.288708816581,0.6859278769489289
10479.0,-57,-153,1.6559781383298902,38.99922912123677,1.7638701194554562,25.881865098033256,314.3527729886582,2150.5921856034242,2290.518610044672,0.041577781687757304
6254.0,-57,-153,1.5284644822273503,37.68794352835318,1.9206209159667926,27.100323082769,324.21173667106655,2154.177373479684,2295.8616330403934,0.0027532533031133814
482393.0,-57,-116,5.598481122219694,2.6344193733564762,1.4165792636404493,20.477428036495464,321.1863401894805,2105.4502415071443,2283.0501879069197,20.96457265523308
313550.0,-57,-116,5.50306916282805,6.241555246973858,1.485599226992101,20.486183906307943,310.56427099076507,2109.5107738637394,2280.963690872716,5.07592101897835
371436.0,-57,-116,5.2356511179034895,7.005157485113747,1.4845967124126942,20.80748870576458,309.5870968037171,2113.083970912322,2280.919244846098,1.2665844453983681
113354.0,-57,-116,4.764207486633831,10.792547765458732,1.6335059543287551,21.816930400679414,306.3096419715233,2118.176183782468,2280.967591824459,0.08602065502011949
29807.0,-57,-97,5.865300916552183,5.13839931874654,1.3880805152757403,20.672519420702297,306.76101598771027,2108.4935834476987,2276.592161304944,43.753389131074776
62054.0,-57,-97,5.843726271902799,4.652612871931057,1.3905004105715615,20.666991538492603,306.4162518840672,2108.7933220747136,2277.0067493946653,20.6010212249404
70976.0,-57,-97,5.622897631475224,4.866187201881777,1.4117370412453887,20.928452241568184,305.34198833018087,2110.915761529633,2277.1863603489014,4.776259735285317
33314.0,-57,-97,5.424899947657387,6.561283467737581,1.4858757845709796,21.413265938070943,301.4407903159281,2112.837870801178,2276.5801301906727,1.1629133000729681
8444.0,-57,-97,5.077391172542079,9.491939488155237,1.4814102936134512,21.107726196551788,302.3702166761966,2117.437370069976,2276.8753632038965,0.0812831435458763
21626.0,-57,-69,7.8722960285220385,0.8359629662544728,1.2239730390200114,17.155989165673592,292.41903342558555,2081.1619505259805,2262.155819470722,48.50101837276396
24803.0,-57,-69,7.875258810179348,0.9289705495576903,1.207065123570058,17.4773367741319,291.96176438563634,2081.2067399859893,2262.5803023399776,33.98832735510123
17236.5,-57,-69,7.599196315480384,0.5548395761579312,1.2356593516426482,17.78865517683996,288.96681595978544,2088.126249129329,2266.7554542640264,2.215856624804858
5681.5,-57,-69,6.401206398949138,0.8766595642929067,1.4280199752655252,19.743905466227453,289.6966259920733,2103.9382493384223,2271.288439792434,0.08719996726617948
7345.0,-57,-68,7.828954709358235,0.7937759912810342,1.2511625693626895,17.609393328095745,294.29953602742734,2081.4357413545094,2263.032109659946,47.85837696575528
187686.5,-57,-58,5.226813778775638,4.315434601304227,1.4267710890012482,22.077678725683725,311.21209556965914,2108.1895774002087,2271.955011201011,51.07155247271331
260498.0,-57,-58,5.201866400534693,5.006313663749925,1.4156723501408084,21.390486431166405,309.8635691612387,2108.3730831817143,2271.969994087491,36.9837674157509
141846.0,-57,-58,4.446922504081403,8.321793198573737,1.531821302952798,22.572163836722673,311.44400335131013,2116.834657022676,2274.2667295285705,2.904294379538534
135538.0,-57,-58,2.6786064496827144,18.480359943453728,1.7687928822662533,25.06334669965648,303.4185002885172,2147.553314308528,2284.5145533624177,0.1363674753618112
90400.0,-57,-16,1.0023713012665827,18.47746982659736,1.502464556175417,19.40360404756858,334.27750305585613,2151.4220478467946,2287.3609551527084,36.02557961708926
161690.0,-57,57,2.51207784890514,23.16661907223638,1.7342384820426744,26.606180348625795,330.90029673418286,2140.699156203595,2294.4494713838753,65.89674561838281
144150.0,-57,57,2.373930245732,21.13622546673792,1.746615412131531,25.492592022417895,331.03813232245767,2143.1387210582775,2292.2133070128734,18.523799575132895
275723.0,-57,57,2.390046350336061,21.420340684587607,1.7255726985479842,25.875601444293252,330.53952668409454,2143.3471568677846,2292.095372481335,5.261526379433251
20409.0,-57,57,2.191036063365583,21.495219738222943,1.7391795380193587,25.793588550534743,331.29891941633286,2145.795159150345,2292.8867971933537,1.509071441329166
124495.0,-57,57,1.7399094137912154,34.470268199459916,1.7876440857751223,25.929597885037257,325.22702252184143,2154.6807984413167,2295.1127792440234,0.4367750960922785
1485.0,-57,57,0.8299304892038796,32.34106388831464,1.8790414721841886,27.219771850709396,333.1631071996309,2172.227814734057,2297.9942225339237,0.06909921464423134
85562.66666666667,-56,-59,6.190358633406428,2.0724595565027437,1.3505915079356152,19.987785612419664,304.0167651348463,2099.519280036996,2270.005220284239,52.41228142750979
2111.0,-56,-59,5.551890187638761,4.080836801398569,1.442335042685591,20.494457584488394,301.9906685520303,2107.210387608288,2271.3358531711942,2.648260913880482
457.0,-56,-59,4.05505688178457,10.36699331773301,1.650119985316282,23.253076995908863,297.6911293294756,2128.831940696364,2276.182152623745,0.12073827311766305
82359.0,-56,-58,6.040645139555686,2.9672432657026464,1.33671599551335,19.850830602299638,301.98521243928514,2101.529845351993,2271.0501353005907,37.70751734244062
166600.0,-56,-13,1.3326975089131063,12.802846571146269,1.435329835962964,18.938764803350296,331.9848878614248,2144.7990018964892,2286.7088075537017,37.68190089558559
42824.5,-56,174,7.4296353595950535,1.1765045343590512,1.2393296201985482,15.878518412138135,287.9863033902107,2099.6003903242226,2279.5985254173625,92.73027035688065
388761.0,-55,-155,5.536954793183661,14.93383520289011,1.6080282089802207,19.31494947138465,305.9996402848414,2110.0511891735446,2278.960198044111,19.101195434665375
33277.0,-55,-155,5.182256653775163,8.843556030081094,1.6935542294583676,19.717582561486456,304.21789353778234,2113.442882402827,2279.440906910721,2.1279899088031007
15531.0,-55,-155,4.82293099556186,16.26971212067744,1.8043976623618871,22.43275880302173,302.5493511602637,2117.073593188689,2279.7375507118413,0.7527747179604599
5311.0,-55,-155,4.3415738928108905,17.69217268156272,1.5874272217253231,22.463559089419274,297.67102292881395,2122.2657518929777,2281.4113795172266,0.0745523694046408
1301.0,-55,-155,3.946237717010627,16.470963941201163,1.7189989761784086,22.966230838580298,320.6151681677357,2119.262906421904,2287.8976671898504,0.0033384326841498714
17783.0,-55,-126,6.6292113135760955,3.1016593502553094,1.2257289473483588,17.138644238211945,306.216520328158,2100.4091851547964,2283.528359757935,39.78204667131756
31105.0,-55,-126,6.5482978084822365,3.072884290864008,1.2268616398842491,17.16572722615902,305.9374661104074,2101.4476875116916,2283.5165421877705,18.465992509964043
36204.0,-55,-126,6.335031098693397,3.2063455451980656,1.238253383041598,17.279237271419344,306.0199025000147,2102.902446079956,2283.735127761332,4.183894154129384
11930.0,-55,-126,6.029329042212806,3.457488138183593,1.2600268450547176,17.4682147770171,302.7008903040313,2106.449923205341,2283.330752076503,1.0006474484970989
1851.0,-55,-126,5.516649391940736,4.123338274401708,1.3094332620414748,17.840847637585092,298.76153440864823,2114.0124737972483,2282.9145579242263,0.06453337747463281
60425.0,-55,-81,6.630854676411107,3.2505314257840316,1.3510663088856203,18.53786959689275,307.34363440292543,2098.0566227286863,2266.9805869232273,48.711243928414184
30421.0,-55,-81,6.568843075919619,3.399586071719593,1.3320188497840524,18.57568932401041,307.29942561750346,2098.8381984769276,2267.007987535595,23.93029575099873
52838.0,-55,-81,6.557434793296204,3.3585583299526296,1.3537682059183698,18.639219320812185,306.55721205481564,2099.9948225532466,2267.545370792587,6.075334504926439
16756.0,-55,-81,6.032743512655436,5.629801854662241,1.5151684326384043,20.033078049162352,300.0367473527538,2106.427129281325,2267.936211463063,0.6202531930595674
55372.0,-55,-59,6.942549935926383,1.5634771079176135,1.2735871525916864,17.98356361767107,296.8634675244251,2093.3117085983827,2269.9949616682056,51.66358982113949
131500.0,-55,74,2.607355420743826,10.16794305098697,1.696085356629776,25.191488943317875,331.85359587209666,2138.903990958431,2289.3542646229207,12.606485658837194
105740.0,-55,88,3.2378255000849814,13.69322083240417,1.5068652511854896,24.14441685427609,320.26096860093344,2131.3556122407285,2281.486672499334,16.25331925291071
146078.0,-54,-119,6.913788588732459,1.3639792050253121,1.228383655230294,17.446370262436865,311.93139198311195,2093.9042677304224,2283.2376270119194,22.10661203744471
138983.0,-54,-119,6.602875582525565,2.361774292221778,1.2758199489032676,17.649014338055512,309.72870290399,2097.9180447848603,2283.0608546850444,5.362843705254847
124264.0,-54,-119,6.196402794431807,3.4914670610280925,1.3112762560980928,17.944705758207604,307.35051549770617,2103.1959185536302,2282.857961010955,1.356253456953866
3298.0,-54,-119,5.691447551560472,5.535266001689082,1.4363000508749166,18.902528719067792,294.143888740751,2114.110431555791,2281.4871528799536,0.0952102708608951
156582.5,-54,-59,7.602846205065135,1.3722504196233962,1.1945301469764256,15.977319507627184,289.7639768457524,2088.3895423056692,2271.2662900826404,51.21907660495043
177885.0,-54,-59,7.437123245498135,1.8973594070422874,1.265133123337674,16.98890397147907,284.6662185841744,2091.090226353897,2271.6833368233047,7.977559531377339
253905.0,-54,-59,7.0905698530204555,1.790687156884447,1.2918197789608241,17.84863432807974,284.80388242628766,2096.220217354322,2270.981445282487,0.8515986662871768
64894.0,-54,-59,6.575469525833692,2.208471920813368,1.4486751000453852,19.999369576808274,282.70489288283466,2103.232981323026,2272.1989475125056,0.09856861665465592
18362.0,-54,-59,6.010360991114924,3.2981487772733384,1.5327553886051297,21.434791330741433,283.390861718019,2109.363448686802,2272.572797870524,0.012414889734813079
28160.0,-54,-18,2.9599594616878426,0.7481074110413006,1.3257931786971477,19.639027940964287,336.26307117184905,2119.3734469907427,2288.076018814034,25.312110452565744
141700.0,-54,-10,2.165096056275343,18.141784830748236,1.466201440564048,21.500066362341116,334.90844613822696,2129.6254487526335,2285.137310282367,42.39283122165887
155000.0,-54,-7,2.0638049020681413,34.806386091234394,1.5826869426182961,24.95240393570794,342.4046476438614,2131.4664685057614,2284.2078867200944,42.653824780731085
52678.0,-54,174,8.25294695808491,2.023959028580737,1.0514307314192155,15.756489253751067,286.3058523615616,2093.0161279879094,2281.408812653328,97.45834185207309
140196.0,-53,-180,7.818759098175685,2.836154506638057,1.1366274327875197,12.68401107265401,291.35727714102165,2094.0612231076902,2282.2964935288824,23.7971506466134
